Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
keren bantu,neutral,neutral,5
aplikasi bagus bantu,positive,positive,5
aplikasi bantu karna mudah akses,positive,positive,5
aplikasi rusak password ga pakai spasi pas daftar pakai busuk gimana maju kalo aplikasi kaya gin,negative,negative,5
sulit,negative,negative,4
mobil jkn guna,neutral,neutral,5
verifikasi gagal mulu aplikasi kocakkk,negative,negative,1
cepat ferivikasinya,positive,positive,5
daftar online faskes tingkat sulit daftar obat,negative,negative,5
perubhan data scara onlin susah om aplod foto dokumen klik yg muteeeerrrr sinyl stabil kuota gdejam kerja panjul,negative,negative,5
bantu obat,neutral,neutral,1
update baru ko error hpku,negative,negative,5
aplikasi bagus,positive,positive,3
terimakasih jkn layan onlinememudah layan masyarakat,neutral,neutral,1
kode captanya bagong baca susah kaya seni abstrak,negative,negative,5
aplikasi lumayan hemat urus,neutral,neutral,2
service excellent,neutral,neutral,5
daftar anak istri yg pbi,neutral,neutral,5
tolong masuk tidk verifikasi nik,neutral,neutral,1
sulit org tua yg sebatangkara,negative,negative,5
diupdate gilir diupdate suruh daftar ribet,neutral,neutral,5
apk mudah paham bantu,positive,positive,5
bantu jalan awat,neutral,neutral,5
error aja susah login,negative,negative,2
suruh login pas ikut arah terang nik salah nik nya tolong jelas solusi nya,positive,positive,5
aplikasi sampah udah daftarpas buka aplikasi log out daftar pake debit,negative,negative,2
akh dri ngudet lupa pin yallah ampe ga masuk trs alhamdulilah nya amil ny ingt huhu,neutral,neutral,1
bagus perubahantolong tingkat,positive,positive,5
kode verifikasi lupa password masuk mohon baik,positive,positive,5
aplikasi untung,neutral,neutral,5
sakit gaa aplikasi nyaa apus aja,neutral,neutral,5
suruh kunjung buka jkn lancar log out gak eh login gak klik masuk udah coba pake lupa password tetep klik masuk nya gak klik gimana solusi nya obat aja nyusahin,positive,positive,5
aplikasi jkn,neutral,neutral,1
nggak verifikasi wajah sih udah pas kotak loh cahaya nggak gelap nggak pake masker kacamata nggak biisa tolong baik,positive,positive,5
aplikasi nya loading doang muter,neutral,neutral,5
bantu utk rujuk rs kelas a,neutral,neutral,5
terimakasih bantu sehat keluarga,neutral,neutral,5
mohon sedia menu ubah tema gelap bantu pasien yg ganguan lihat menu pilih ubah warna tema putih menggangu nyaman lihat,positive,neutral,1
terima kasih jkn mobile,neutral,neutral,1
ubah lokasi klinik,neutral,neutral,5
surat rujuk susah buka,negative,negative,5
lucu aplikasi milik perintah ulas bintang alami aplikasi sulit daftar rujuk maaf kuota habis sekali kuota dokter maaf daftar saran sih mending aplikasi tutup aja trus bikin loket sus bpjs tiap rumah sakit,negative,negative,1
mudah,positive,positive,1
aplikasi perintah emang gada bener ngelag ngelag jaring full baik katasandi email aja gabisa mulu heran sangka offline gajelas ni aplikasi tolong sistem benerin obat aja sulit tch,neutral,neutral,1
kode verifikasi kaga masuk anjay masukin captcha disalahin mulu gimana loginnya dah nada imut kyutt gwendeng dikit,neutral,neutral,5
captcha nya loading ya,neutral,neutral,1
layar nya buram,neutral,neutral,5
jos jis pokok,neutral,neutral,1
woy bikin apk bener jelek banget liat banget indonesia,negative,negative,1
bantu,neutral,neutral,5
klu baru susah masuk,negative,negative,1
bantu mudah pakai,positive,positive,3
suda jalan operasi bedah rahang tumor garatis layan cepat mengunakan jkn,positive,positive,2
update gak login lupa password email no hp salah,neutral,neutral,5
aplikasi sampah masalah bug gada guna aplikasi susah mudah masalah sistem ambil antre baik,negative,negative,5
layan bpjs sehat puskesmas rujuk rumah sakit bagus smg trs tingkat layan nya yg lbh kedpn dg fasilitas sehat yg bgs tenaga medis dokter yg profesional perbanyk jadwal praktek dokter yg hebat bidang nya,positive,positive,5
makan obat sakit saraf sdh update jdi pusing password jdi lupa dah ahh aq serah pergi dokter lgi terimakasih,neutral,neutral,5
aplikasi ga baik aplikasi susah orang,neutral,neutral,5
mudah bantu,positive,positive,5
hayo aja sesi habis login ulang repot,negative,negative,5
gagal log in pakai biometrik gagal log in reset password gagal otp developer server baik,negative,negative,5
gk aplikasi nyusahin logindaftar susah bgtt dahh mending kagak ush apk kalo kayak gitu mah,negative,negative,5
mantapp cs nya fast respon banget izinnnn,neutral,neutral,5
terima kasih fungsi apk nya mudah paham erti matur nuwun,positive,positive,5
gajelas verifikasi wajah,neutral,neutral,5
keren poko,neutral,neutral,5
aplikasi bosokmau login pakai darurat,neutral,neutral,1
cari menu rujuk download rujuk mana download surat rujuk,neutral,neutral,5
verifikasi wajah nya sulit kalih udah coba kali nggak mohon baik,neutral,neutral,1
tolong admin kode otp nya email ga sms ga kode verifikasi tolong kerja sama,neutral,neutral,5
kesini gak masuk pake autodebit gilir daftarin gak hasil app sulit gak,negative,negative,5
aplikasi klik lupa password no hp aktif email aktifaplikasi nya baik layan nya,positive,positive,5
masuk log in trus gilir masukin sandi no nik salah tolong lh baru iya masuk ganti sandi,neutral,neutral,5
logout sendirilogin lg susahwadux,neutral,neutral,5
senang program jkn mudah daptr antri,positive,positive,1
bantu terimakasih mobile jkn,neutral,neutral,1
mudah rubah data aplikasi,positive,positive,3
ok mudah pakai,positive,positive,4
alhamdulillah bagus,positive,positive,1
kemaren aplikasi mobile jkn layar hitam obat ndak daftar,neutral,neutral,1
susah masul aplikasi aplikasi kalo nik daftar akses tolong aplikasi baik,neutral,neutral,5
kecewa ribet masuk x nik yg beda perangkat yg sy masuk nik tdk batas sumpah ribet batas sengaja sy bintang biar muncul nilai,negative,negative,4
banget pake aplikasi login awalpadahal l data validdulu aplikasi nya bagus turun,positive,positive,5
bermamfaat banget,neutral,neutral,5
terimakasih bpjs kab tanggung bagus ramah layan,positive,positive,5
tuk finefine aj,neutral,neutral,5
gak verifikasi nunggu sms gak muncul muncul kode otp ny kecewa,negative,negative,2
logout coba ni jkn,neutral,neutral,5
layan cepat ribet,positive,positive,5
ga aplikasikode otp nya ga kirim,neutral,neutral,5
buruk aplikasi nya adakan aplikasi jkn online susah otp nya kecewa,negative,negative,5
gimana sihh daftar ferivikasi nomer sms susah banget,negative,negative,1
oke sip,positive,positive,3
aplikasi eror,neutral,neutral,1
kerenn mantul,neutral,neutral,2
ok bgd satptam nya,neutral,neutral,5
mudah akses sehat,positive,positive,5
jarang obat moga obat fasilitas,neutral,neutral,2
bagus banget obat gara gara ni aplikasi mudah dpt antri,positive,positive,5
moga manfaat korupsi dana korupsi dana bpjs mending bubarin aja,neutral,neutral,1
aplikasi update aneh,negative,negative,5
tambah anggota gagal mohon maaf bintang wakil kecewa,negative,negative,5
ya gk buka,neutral,neutral,5
mudah pindah,positive,positive,4
layan aplikasi lot gajelas suruh daftar melulu gilir udah daftar no handphone gaboleh kosong gilir isi kode konfirmasi ga nongol emang elu kaga niat kerja,neutral,neutral,1
nyesal akses aplikasi verifikasi data gagal gagal bener nyesal,negative,negative,5
antre yg valid sesuai dgn riil nya,neutral,neutral,5
obat apk eror ga,neutral,neutral,5
coba berkalikali login tunggu kode otp muncul,neutral,neutral,1
keren sih,neutral,neutral,5
mudah trims,positive,positive,5
mudah bantu aplikasi,positive,positive,5
cepat muas,positive,positive,5
mantap proses layan mudah,positive,positive,5
kantap,neutral,neutral,1
helpful,neutral,neutral,5
bantu mudah operasi nya,positive,positive,5
bagus bantu krn bayi repot klo kantor bpjs sehat utk ganti faskesnya,neutral,neutral,5
ngebantu,neutral,neutral,5
otp gak masuk aduh,neutral,neutral,5
login ganggu,neutral,neutral,5
ga internet lancar ga masuk ga cek serta daftar,neutral,neutral,1
rubah data serta susah ampun ya mohon baik,neutral,neutral,5
gimana si daftar kode verifikasi nya gak dapet,neutral,neutral,5
pokoke mantullleeee,neutral,neutral,5
kalo ambil antri online muncul pol temu jadi daftar rujuk ulang,neutral,neutral,3
aplikasi sulit mah update logout gak masukin nik salah mulu fk,negative,negative,5
aplikasi buruk malam verifikasi wajah tdk d coba siang jengkel,negative,negative,1
bagus,positive,positive,5
terimakasih bpjs tingkat layan organisir tugas layan sehat tempat pasien milik bpjs prioritas gak ragu giat bpjs back up biaya pas sakit semangat,neutral,neutral,5
aplikasi perintah ulang loginnyaasli ribet,neutral,neutral,5
tolong verifikasi nya mudah pake nomor ntah nomor kirim kode otp nya pake email kode otp nomor gilir pake muka ribu kali coba gak cahaya udah ikut arah tetep gabisa akun kode nya masuk nomor pas verifikasi beda gimana sihh gimana ubah data akun nya ganti emailnomor telp,positive,positive,5
bantu faskes daerah koya barat lengkap,neutral,neutral,5
aplikasi ampas daftar online gagal jaring buka app lancar jayaini aplikasi nyangkut sehat loh kualitas performa jelek game bocilorang udah bayar bpjs obat gilir dipake hambat app ampas,negative,negative,5
        ,neutral,neutral,5
kadang akun lg rumah sakit tertentususah buka aplikasi,neutral,neutral,1
mari bantu,neutral,neutral,3
sayang terkadang logout pemberitahuan sms,neutral,neutral,3
gak orang daftar verifikasi wajah gagal teruuss,negative,negative,1
aplikasi ganda aplikasi hp obat pakai aplikasi jkn,neutral,neutral,1
buka aplikasi notif aplikasi jalan perangkat bahaya mimt with sensitive setting mohon bantu,neutral,neutral,5
aplikasi jkn mobile mangkin canggih,neutral,neutral,1
error update v,negative,negative,5
jkn trobel ya,neutral,neutral,5
teriimakqsih,neutral,neutral,5
buruk error,negative,negative,5
jelek banget aplikasi buka ga,negative,negative,1
blok udah coba booking nggak alesan server eror emang ampas apl buat perintah indo tolol bgt heran gw,neutral,neutral,3
mntap sngt bantu,neutral,neutral,5
bagus aplikasi mudah bpjs laku,positive,positive,2
akun suka aktif biometrik login biometrik bilang aktif pasword masuk gak ubah salah lupa sandi sms gak masuk bikin repot guna gaptek orang tua gak paham,neutral,neutral,5
aplikasi bantu,neutral,neutral,5
aplikasi ngeselin mnt puls amulu verifikasi,neutral,neutral,1
good aplication,neutral,neutral,5
cepat respon nyamudah operasi usia,positive,positive,5
ribet verifikasi via sms nya bantu nyusahinapa pulsa hadeh nya tu ya gak ribetkalau pass darurat beli pulsa keburu buruk kondisi nya,negative,negative,5
ribet orang sakit suruh fertifikasi wajaah nyusahin,neutral,neutral,5
mohon lesi bug mana kirim adu karakter khusus notif karakter khusus yg mohon update login ulang nyaman guna,positive,positive,5
bug perhati sistem otp nya kali ybs sulit repassword,negative,negative,5
apk wajah baca,neutral,neutral,1
sanggat bantu,neutral,neutral,4
trial error,negative,negative,1
mantap klikk langsung jdi,positive,positive,4
aplikasi antri daftar aja daftarjuga antrijuga aplikasi tuju,neutral,neutral,1
ok,neutral,neutral,1
terimaksih,neutral,neutral,5
bantu keluargaaplikasi mudah gunakandan praktis,positive,positive,5
aplikasi jelek daftar guna error mulu minimal aplikasi perintah tolong perhati banyak korupsi ya dana aplikasi nya,negative,negative,5
aplikasi cacat ga kelas aplikasi yg dukung perintah pakai orang bidang sehat minimal baik capek banget daftar mobile jkn susah nungguin kode verifikasi lelet banget gilir buka aplikasi wapesangmail cek kode masuk ga cok gitu aja aplikasi aja ga proses isi data daftar dll offline aja anj apk ga,negative,negative,5
aplikasi mudah pas daftar gk trs,positive,positive,5
aplikasi jelek gimana nih developer gimana otp gak kirim kirim cek emang jelek aja dasar ya jelek susah,negative,negative,5
bagus,positive,positive,5
terima kasih jkn,neutral,neutral,5
bagus,positive,positive,1
terimakasih moga bermafaat,neutral,neutral,1
sendri gilir masuk susah pake gak,negative,negative,5
mei juni dst daftar aplikasi jkn kalo kontrol ambil antri ehh malh susah beneerrr tungguin jam malem offline aplikasi d tunggu jam pagi eh udah ubah tanggal tetep aja ga ambil antri kuota pol habis terusss gimana daftar nya tanggal gak sedia ganti duluu daftar nya yg udah daftar aplikasi ga,negative,negative,5
aplikasi gak jelaslogin gak ganti pasword gak bisayang habis pulsa aja otp kali kalierror mulu emang update gak guna ambil antri aja sulit sok soan onlinehadeehh,negative,negative,1
apk mudah ubah data,positive,positive,5
kenpa masuk log out trus klw daftar ulang ngk bs karna data sudh trus solusi ny gmna,positive,positive,5
ok,neutral,neutral,5
menu profile tambah tombol tampil antre online booking batal lihat tampil booking antre hilang akibat refresh memori hape,neutral,neutral,5
layan muas,neutral,neutral,1
gak niat login aja susah wifi pake paket internet gak usaha bumn profesional captcha nya muter mulu kayak gasing gak henti bosen nungguin,negative,negative,2
kalo era digitalisasi ngga paksain biar daftar aja error error,negative,negative,1
apk nya ok,neutral,neutral,1
parah daftar kaga karna nomer handphone daftar beli kartu pas masukin aja nomer handphone daftar aneh bangat aplikasi,negative,negative,5
baru ngk masuk masukin data,neutral,neutral,1
buka update bos,neutral,neutral,5
mudah paham mudah akses pindah faskes,positive,positive,1
mantap smga sahabat,positive,positive,4
bayar pajak bayar iur apk mu verivikasi gk,neutral,neutral,5
aplikasi nya buruk kecewa obat jalan daftar boking pas boking gagal masukin tanggal rencana kunjung gagal ganti tanggal gagal gagal ribet mudah,negative,negative,5
aplikasi jelek daftar pke hp gak masuk dak dftar,negative,negative,2
oke kalo,positive,positive,5
eror nya aplikasi,neutral,neutral,5
ngapa ngapain ribet banget cuman ganti nomer aja ribet nie cerita masuk rs tanggung keluarga pegang tbtb pas masuk rs status karyawan ngurus mobile jkn mamak gw ribet banget nomer hp bpjs tbtb ganti gua akses pcare tbtb digit anjirr,neutral,neutral,5
agus apknya muas,neutral,neutral,5
mudah,positive,positive,5
mantapppppppppppppp,neutral,neutral,5
pake server trouble bikin ga dipake aplikasi,neutral,neutral,3
knp login gagal trus mkn daptar online brobat,negative,negative,5
keren apknya,neutral,neutral,5
gmn jkn bpjs sy kn gratis ko suruh bayar sy ga ngerti slama sy pkai bps yg gratis,neutral,neutral,5
jd sulit ya sdh dftr tp kolom nomor antri online tdk tugas medis apk gak brguna,negative,negative,5
good job good luck,neutral,neutral,5
kerennnnnn,neutral,neutral,5
mudah aplikasi nya,positive,positive,1
kenan ambil tangkap layar daftar orang tua jkn rumah sakit baru sulit mudah,neutral,neutral,4
log outmau log in sulit nomer salah pasword salah knp sulit ya,negative,negative,5
saran scptny kartu bpjs sehat fisik digital rubah total tampil bagi gagah modern logo garuda pancasila germas who medis global fitur kode qr nfcnya depan kartu bpjs kesehatanny dll bahan kartu bpjsny polikarbonatdilapisi anti gores polikarbonatnya bawa tahan anti air panas jga aplikasi mobile jkn versi terbaruny yg akn tolong adkn fitur obrol panggil vidio lang,neutral,neutral,5
cuman yg sulit daftar online jkn,negative,negative,5
aplikasi mudah,positive,positive,5
muas layan,neutral,neutral,5
rubah data gampang online aja,neutral,neutral,5
aplikasi nya gila daftar minta proses coba suruh daftar aplikasi gimana bpjs tolong baik donk iya aplikasi nya gin suruh pakek aja gak tingkat nih turun drastis sumpah,positive,positive,5
kode otp nomor hp kirim ya nomor aktif tolong baik bug aplikasi,positive,positive,1
mantap mobile jkn,positive,positive,5
aplikasi busuk nyesal download mudah teryata bikin sulit aja daftar mati nggk pulsa habis kode verifikasi teryata nggk kode saran jgn download aplikasi,neutral,neutral,5
kerja gak beres,neutral,neutral,1
bantu keluarga,neutral,neutral,5
jannuari eror tim it nya profesional,neutral,neutral,5
thnx app bantu rakyat,neutral,neutral,5
